FactoryName,Address,District,Division,PostCode,PhoneCityCode,Phone,PhoneExtension,Buildings,Stories,factoryMultiPurpose,factoryMultiFactory,floors,workers,activeMembers
Atashi fashion ltd.,"Kalameshwar (board bazar), national university ,Joydebpur, gazipur",Gazipur,Dhaka,1704,2,9291967,,1,1/8;,No,No,,1800,2
ATHLETIC SUPPORT LIMITED,"Ithata, Mouza‐35 ( Chanda)",GAZIPUR,Dhaka,1702,2,8931628,,104,"1/10,",No,No,Not Shared,3700,1
ATS PEARL LTD,"SECTOR # 3/4, PLOT # 50, EPZ",CHITTAGONG,Chittagong,,,614440,,4,1/3; 2/1; 3/1; 4/1;,No,No,,1500,1
ATTIRS MANUFACTURING CO,"235 / B , Tejgaon I/A, Dhaka",Dhaka,Dhaka,1208,2,9882471,,1,1/10;,No,Yes,"1/0, 2, 5;",551,2
Avant Garde Fashion Ltd.,"Plot# 170~176, Ext. DEPZ, Ganakbari,Savar, Dhaka",Dhaka,Dhaka,1349,2,7788481,,109,1/2;,No,No,,1200,4
Ayesha Clothing Co. Ltd.,"Jamgara, Gazirchot Alia Madrasha, Ashulia",Dhaka,Dhaka,1349,2,7790773,,3,1/7;2/7;3/7;,No,No,‐,3778,4
Ayesha Washing Limited,"Zamgara, Saver, Dhaka (Head office: H#2/b, Road #29, Gulshan‐1 Dhaka",Dhaka,Dhaka,1340,,167900700,,,1/3;,No,No,"1/1,2,3;",262,1
Ayman Textiles Ltd.,"Polly Biddut, Handra, Kaliakoir, Gazipur, Dhaka",Gazipur,Dhaka,1706,2,8829906,,5,1/3; 2/5; 3/5; 4/1; 5/1;,No,No,"1/0,1,2; 2/0,1,2,3,4; 3/0,1,2,3,4; 4/0; 5/0;",3000,4
Azad Rifath,"Katherpool, Fattullah, Narayanganj",Narayanganj,Dhaka,1400,,1713000172,,,1/2;,No,No,"1/1,2;",30,1
"Azim & Son (Pvt) Ltd Unit 135‐B/1, INDIRA ROAD, DHAKA",,Dhaka,Dhaka,1215,2,8114038,,1,1/5;,No,No,,516,1
"Azim & Son (Pvt) Ltd Unit 2Gacha Road, Fakir Market, Gazipur",,Gazipur,Dhaka,,2,9292494,,1,1/6;,No,No,,1264,1
Azim Mannan Garments Ltd.,"49, NP Kalurghat Heavy Industrial Area, Chittagong",Chittagong,Chittagong,4208,31,670463,,2,"1/8, 2/10;",No,Yes,5th Floor,1400,1
B2B Excellence Ltd,"Mirzapur Purbapara, 8 No Mirzapur Mowza, Mirzapur,",Gazipur,Dhaka,,,,,7,1/2; 2/1; 3/1; 4/1; 5/1; 6/1; 7/3;,No,No,2/1; 3/1; 4/1; 5/1; 6/1; 7/3;,525,1
FASHION,"Plot # 23‐24, Union # Tetulzhora, Hemayetpur, Savar",Dhaka,Dhaka,,2,8023495,,11,1/7;2/3; 3/1;4/1;5/1;6/1;7/1;8/1;9/1;10/1; 11/1;,No,No,,2900,5
Babylon Dressess Ltd.,"2‐B/1, Darussalam Road, Mirpur",Dhaka,Dhaka,1216,2,8023495,,2,1/10; 2/1;,No,No,,2234,1
BABYLON GARMENTS AND DRESSES LTD,"2‐B/1, DARUSSALAM ROAD, MIRPUR",Dhaka,Dhaka,,2,8023495,,2,1/10; 2/1;,No,No,,2300,6
Badgetex Apparels Ltd,"Mohora Nexus Industrial Area, Plot # P/6‐A, Chandgoan",Chittagong,Chittagong,4221,,257195152,,,1/4;,No,No,,800,5
Badhan Knit Fashion Ltd,"A‐16/17, BSCIC INDUSTRIAL AREA, ENAYETNAGAR, FATULLAH, NARAYANGANJ",Narayanganj,Dhaka,1400,2,7670304,,1,1/6;,No,No,,408,2
BAIZED DRESSES (PVT) LIMITED,"DELUX HOUSE#03 (2nd FLOOR), 209/227 KULGAON, BALUCHARA",Chittagong,Chittagong,4214,31,2583451,,,"1/5,",No,No,Not Shared,950,1
Baleno Readymade Garments Pvt. Ltd.,"Mouja Goirpur, Humayun Road, Goripur, Ashulia, Dhaka",Dhaka,Dhaka,,2,749275060,,1,4;,No,No,"1/0,1,2,3;",539,1
BANDO DESIGN LTD.,"PURBA NARSINGHAPUR, EARPUR UNION PARISHAD ROAD, ASHULIA, SAVAR",Dhaka,Dhaka,,2,7701264,,4,1/6;2/2;3/1;4/1;,No,No,,2200,2
Bando Fashion,"Bade Kalameshar, K.B. Bazar, Gazipur, Bangladesh.",Gazipur,Dhaka,1215,2,28140259,,1,1/6;,No,No,No,2000,1
BandoFashins Ltd.,"Bade Kalameshar.B.Bazar, Gazipur.",Gazipur,Dhaka,1751,,,,1,"1/7,",No,No,"1/7,",1800,1
Banex Apparels Limited,"473, North Ibrahimpur,Kafrul",Dhaka,Dhaka,1206,2,8033384,,1,1/9;,No,No,,650,3
BANGA GARMENTS LIMITED,"PLOT # 33, SECTION 7, MIRPUR",Dhaka,Dhaka,,2,8034355,,2,1/4; 1/1;,No,No,,800,1
Bangla Poshak Limited,"Choidana, National University,",Gazipur,Dhaka,,2,9293645,,1,1/5;,No,No,All,369,1
Bangladesh Spinners & Knitters (PVT) Ltd,"Plot # 6‐11, Sec # 4/A, CEPZ, Chittagong.",Chittagong,Chittagong,4223,2,741889,,3,1/3; 2/4; 3/2;,No,No,No,2550,3
Ltd.,"285, (147/3 New) Hazaribag, Godnail, Narayanganj",Narayanganj,Dhaka,1432,2,7634638,,,1/7; 2/4;,No,No,,1389,1
Base Fashion Ltd,"62, Sataish Road, Gazipura, Tongi, Gazipur",Gazipur,Dhaka,1712,2,9816806,,1,"1/8,",Yes,Yes,"1/8,",900,5
Base Textiles Ltd,"Plot# 9 CDA Industrial Area, Mohara, Kalurghat,",Chittagong,Chittagong,,2,9814986,,7 9,1/5; 2/7; 3/3; 4/2; 5/1; 6/1; 7/1; 8/1; 9/1;,No,No,‐,2396,3
Basic Apparels Ltd.,"135‐138, Abdullahpur (1st & 2nd floor), Uttara",Dhaka,Dhaka,,2,8957823,,2,1/4; 2/2;,No,No,,740,3
BASIC IMPEX group Motaleb,"Barisal, Road2b, House 8, Block J, Baridhara, Dhaka",Dhaka,Dhaka,1400,2,8415126,,3,,No,No,,700,1
Basic Shirts Ltd.,"98, Senpara Parbata, Mirpur‐10, Dhaka",Dhaka,Dhaka,1216,2,8057644,,1,1/8;,No,No,"1/4,5,6,7,8,",650,4
"Baxter Brenton (BD) Clothing Mfg. Co. Ltd. FS SFB: 07(1st Floor) DEPZ, Savar",,Dhaka,Dhaka,1349,2,7788852,,3 2,1/3; 2/3;,No,Yes,1/1;2/2;,1001,1
Bay Creation Ltd,"Panchabati, Enayet Nagar, Gafor Complex, 4th‐ 6th Floor, Fatullah, Narayanganj",Narayanganj,Dhaka,1400,2,7670761,,1,1/6;,Yes,Yes,,750,1
Bay footwear Ltd.,"Plot: 1981‐1989, Telirchala, Mouchak, Gazipur",Gazipur,Dhaka,,2,9298198,,2,1/2; 2/1;,No,No,No,960,2
BD. Knit Design Ltd.,"Helal Merket, Sharifpur, National University, Gazipur",Gazipur,Dhaka,,2,9292721,,2,"1/1, 2/6;",No,No,,425,1
BEA‐CON KNIT WEAR LTD.,"RAMARBAG, KUTUBPUR, FATULLAH, NARAYANGONJ",Narayanganj,Dhaka,1400,2,7647649,,2,1/7;2/8;,No,No,Not Shared,7000,2
BEATS FASHION,"488A,, Rd# 32,, Gazipur",Gazipur,Dhaka,,,,,,,No,No,,,1
BEAT'S FASHION LTD,"East Chandura,Shafipur,Kaliakoir",GAZIPUR,Dhaka,1751,2,9883481,,260,"1/4,",No,No,Not Shared,2100,1
Beget Knitwear,"M/4/4 Ahmed Food Bhaban, Road no‐07, Section‐ 7, Mirpur, Dhaka",Dhaka,Dhaka,1216,,1713031598,,,,No,No,,270,2
BEKA Garments & Textiles Ltd,"FS SFB: 01(Ground, 2nd & 3rd Floor) AEPZ, Siddirgonj",Narayanganj,Dhaka,1431,671,7691678,,1,0;,No,Yes,"1/0,2,3;",1278,2
Belamy Textiles Ltd.,"Khowajnagar, Azimpara, Karnafuly",Chittagong,Chittagong,4000,,2854075,,2,1/5; 2/5;,No,Yes,"1/5/0,2,3,4,",1200,3
Bellissima Apparels Limited,"Shopping Area, Bscic, Industrial Estate, Tongi, Gazipur",Gazipur,Dhaka,1714,,1675414807,,1,1/3;,No,No,,602,1
Bengal Jeans Ltd,"Abdullahpur, uttara,",Dhaka,Dhaka,,,,,,,No,No,,,1
Bengal Shoes Industries,"Rakhalia, Raipur, Lakshmipur",,,,,,,81/1; 1/1;1/1;1/1;1/1;1/1;1/1;1/1;,,No,No,‐,1200,1
Benhid Apparels Ltd,"Jarina Plaza, Jhazor, National University, Board Bazar, Gazipur",Gazipur,Dhaka,1704,,1717111406,,2,1/5 ; 2/1;,No,Yes,"1/ 1 ,2 , 3 ,4 , Roof top ; 2/0;",741,2
Beo Apparel Manufacturing Ltd.,"Vannara, Mouchak, Kaliakoir , Gazipur",Gazipur,Dhaka,1751,2,7790889,,4,1/2 ; 2/1 ; 3/1 ; 4/1;,No,Yes,"1/ 0 ,1 ; 2/0 ; 3/0 ; 4/0;",365,1
Beq Knit Ltd,"Zirabo, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1341,2,7792901,,,1/8;,Yes,No,"0,3,4;",2000,1
BEST SHIRTS LTD,"35,kunia, Baro Bari, National University, Gazipur Gazipur",,Dhaka,1704,2,9800907,,1,1/9;,No,No,NA,2200,3
Best Wool Sweaters Ltd,"Jarun, Kanabari, Gazipur, Dhaka",Gazipur,Dhaka,1346,2,8825083,,1,1/6;,No,No,no,6975,13
Beximco Apparels Ltd,"Beximco Industrial Park,Kashimpur",Gazipur,Dhaka,,2,8611464,,1,1/5;,No,No,,7800,2
Beximco Fashions Ltd.,"Fs‐Sfb No.‐2, Depz, Ganakbari, Savar",Dhaka,Dhaka,1349,2,7701126,,1,1/4;,No,No,,2300,2
"BGD Test IMPORT factory 3777 Different drive, 2345, 34567,",,Dhaka,Dhaka,2345,66,98765432,,777 2,1/4; 2/6;,Yes,Yes,"1/2; 2/4, 5, 6;",341,1
BHIS Apparels Ltd,"671 Dattapara, Hosain market, P.O & P.S Tongi",Gazipur,Dhaka,,2,9816880,,2,1/7; 2/1;,No,No,,2800,5
Bhml Sweaters Ltd.,"Shorifpur, National University, Gazipur.",Gazipur,Dhaka,1704,,1711218753,,1,1/5;,No,Yes,"1/0,1,2,4;",1250,4
Bhuyan Warmtex (Pvt.) Ltd.,"Kadda Nandun, Kadda Bazar, Gazipur, Dhaka",Gazipur,Dhaka,1346,,1911693459,,3,1/4; 2/1; 3/1;,No,No,"1/0,1,2,3; 2/0; 3/0;",800,3
BIANCA Fashion,"PADDOCK'S JEANS LTD PLOT LAND 59‐60, DHAKA EXPORT PROCESSING ZONE, GANAKBAN, SAVA, DHAKA",Dhaka,Dhaka,,2,77010768,,1,1/3;,No,No,All,2350,1
BIG BOSS CORPORATION LTD.,"Lutfon Tower, (7th Floor) E‐13, Middle Badda, Dhaka",Dhaka,Dhaka,1212,2,9897356,,1,1/12;,Yes,Yes,"1/2, 3, 6, 7;",1132,7
BILLAH RESOURCES LTD,"17/1, Khataldia, Squib Road, Nishad Nagar, Tongi, Gazipur",Gazipur,Dhaka,1704,2,9816842,,1,1/7;,No,No,NA,555,1
Birds A & Z LTD.,"113, Baipail, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1349,2,7789395,,2,1/6;2/4 + (1 Basement),No,No,N/A,1850,3
Birds Garments Ltd.,"Unit‐2 Plot‐113, Bai‐Pail, Savar, Dhaka",Dhaka,Dhaka,,0,35 120 838,,,,No,No,,,2
BISWAS GROUP,"Rajfulbaria, Savar, Dhaka.",Dhaka,Dhaka,1347,2,7709114,,,"1/5,",No,No,Not Shared,1500,1
BKC Sweater Ltd,"Rams Tower, Plot No 212‐214, Dagerchala Main Road, Dagerchala, National University, Gazipur",Gazipur,Dhaka,1704,,,,,,No,No,,,3
Blithe Fashion Ltd.,"101/12, Barobagh, Mirpur‐2",Dhaka,Dhaka,1216,2,9298614,,,,No,No,,300,1
BLOOMINGTEX LTD.,"BURIGONGA SETU MARKET,5th FLOOR, 161 NEW JURAIN POSTAGOLA",Dhaka,Dhaka,1204,,1733521377,,,,No,No,,,1
Body Fashion,"Naogorkadda konabari,Gazipur,dhka",Gazipur,Dhaka,,,1720213346,,1,1/6;,No,No,,1135,2
Bodystretch Bangladesh Ltd,Tengury Zirani Bazar Holding 80,Dhaka,Dhaka,,0,1776330333,,,1/6;,No,No,,0,1
Bonded Fashion Ltd.,"Shataish Gazipura , Tongi , Gazipur",Gazipur,Dhaka,1712,2,9816961,,4,1/5 ; 2/1 ; 3/1 ; 4/1;,No,Yes,"1/0,1,2,3,4 ; 2/0 ; 3/0 ; 4/0;",1100,2
"Bonny Apparels (Pvt) Ltd. Unit ‐ 21, Chowdhury Para, D.I.T. Road, Dhaka",,Dhaka,Dhaka,1219,2,9351440,,103 1,01/06;,Yes,Yes,1/3; 1/6;,320,1
Borax Apparels Ltd.,"1/F,N‐E Darus Salam Rd.Mirpur1",Dhaka,Dhaka,,,1720962045,,,,No,No,,,1
Bottom Gallery Pvt. Ltd.,"Bulbul Towar,Digir Chala,Chandana",Gazipur,Dhaka,1700,2,9252016,,1,0;,Yes,No,"1/1,2,3,4,5,6,7;",2345,6
BRANDIX CASUALWEAR BANGLADESH,"Plot 61‐71 & 85, E.P.Z",Comilla,Chittagong,,,71082,,5,"1/1,2/1,3/1,4/1,5/1;",No,No,,3000,1
BRITEX SPORTSWEAR LIMITED,"Parijat, Konabari, Gazipur",Gazipur,Dhaka,1346,,,,1,1/6;,No,Yes,"1/1, 2, 3, 4, 5;",650,2
BROTHERS FASHION LTD,"29, Karwan Bazar, Dhaka",Dhaka,Dhaka,1215,,,,1,1/11;,No,No,NA,1000,1
C & A Fashion Ltd,"32/A, BSCIC I/A, Kalurghat (EXTN), Chittagong",Chittagong,Chittagong,4212,31,2570639,,1,1/6;,No,No,fully Own building * Gr. Fl. C&A textile (dyeing) * 1st fl. C&A textile (knitting) * 2nd fl. C&A fashion +knit express ltd (cutting) * 3rd fl. C&A fashion +knit express ltd (finishing) * 4th,408,1
CA Knitwear Ltd.,"Bhobanipur, Gazipur, Dhaka",Gazipur,Dhaka,1700,2,9860445,,3,"1/3, 1/3, 1/1 ‐under one ownership & management, 1/1;",No,No,,1200,3
Cadtex Garments Ltd,"Kutubail, Fatullah",Narayanganj,Dhaka,,2,1678039911,,,,No,No,,520,1
CAESAR APPARELS LIMITED.,"82, NASIRABAD INDUSTRIAL AREA, BAIZID BOSTAMI ROAD.",Chittagong,Chittagong,4000,31,2584003,,,"1/6,",No,No,Not Shared,1248,1
Calico Sweater ltd,"Ashulia,Zirabo,Savar",Dhaka,Dhaka,1341,,,,,"1/3,",No,No,,250,1
Camio USA Knitwear Ltd.,"Kadda Nandan,Kadda Bazar , Joydebpur",Gazipur,Dhaka,1700,,1713490252,,2,1/3 ; 2/1;,No,No,"1/0 ,1, 2 ; 2/0;",650,1
Capella,"South baipail,Ashulia,Savar",Dhaka,Dhaka,1349,2,917037,,,"1/3,",No,No,,350,2
Capital Poshak Ltd.,"House # 18; Road # 34; Sector # 7, Uttara / Dhaka Dhaka",,Dhaka,1230,2,79124613,,5,1/5; 2/3; 3/2; '1/3; 2/7,No,No,"‐ '1/2; 2/4, 5, 7",1590,1
Capri Apparels Ltd,"B‐193 BSCIC Industrial Estate , Tongi ,Gazipur",Gazipur,Dhaka,1710,2,8118129,,1,1/6;,No,No,,1590,4
Carlos Leather Fashion Ltd.,"Teknog Para, Joydebpur, Gazipur",Gazipur,Dhaka,1702,,1713246407,,1,1/2;,No,No,,1000,1
Cassiopea Apparels Ltd,"Bokran, Monipur, Vobanipur",Gazipur,Dhaka,,,,,5,1/7; 2/1; 3/1; 4/1; 5/1;,No,No,1/1/2/4/5/6/7;,2155,1
Cassiopea Clothing Ltd,"Plot # 1098, Ahalia, Torag",Dhaka,Dhaka,1230,2,7671112,,3 1,1/6;,No,No,‐,400,1
Cassiopea Fashion Ltd,"Bokran, Monipur, Vobanipur",Gazipur,Dhaka,,2,8618220,,7 5,1/7; 2/1; 3/1; 4/1; 5/1;,No,No,1/1/2/4/5/6/7;,3034,3
Fashion Ltd Unit 4),"LK Plaza, Holding No.‐90, Dakkinkhan",Dhaka,Dhaka,,2,7672713,,14 1,1/7;,No,No,1/Basement/2/4/ 5;,1303,1
CDF Design BD,"348/1/A Tejgaon Industrial Area, Tejgaon",Dhaka,Dhaka,1208,2,8891716,,1,1/6;,No,Yes,"1/6;3,4,5;",641,1
Centex Textile & Apparels Ltd.,"C.B. 230/3, Kachukhet, Puran Bazar, Dhaka Cantt Dhaka",,Dhaka,,2,9870067,,,,No,No,,,6
Chaity Composite Ltd.,"Chotto Shilmondi, Tripurdi, Sonargaon",Narayanganj,Dhaka,1440,,1912391193,,6,1/5; 2/3; 3/1; 4/1; 5/1; 6/1;,No,No,,1800,5
Chancellor Garments Ltd.,"Plot No. 38, Road 4, Shikder Realstreet",,,,,1712008724,,,,No,No,,,1
Chantik Apparels Ltd.,"Plot & Holding No. 01 (5th Floor), Turag Housing Ltd. Beribadh, Mohammadpur",Dhaka,Dhaka,,,175132678,,,,No,No,,,1
Chantik Garments Ltd.,"Kumkumari, Gouripur, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,,1762981714,,,,No,No,,,4
Cherry (Pvt) Ltd.,"284, Ibrahimpur, Dhaka Cantt, Dhaka",Dhaka,Dhaka,1206,2,9871775,,1,9;,Yes,Yes,"1/1,2,3;",480,1
CHERRY Brassiere,"Sun Cherry Body Fashions Mfty. Ltd. Ward No 7, Holding No E‐44 Chandra,Kaliakoir Gazipur",Gazipur,Dhaka,,,1674946516,,1,1/5;,No,No,All,700,1
CHERRY INTIMATE LTD.,"Plot no: 105, Dhaka Export Processing Zone (DEPZ) Ganakbari,Dhaka, Ashulia",Dhaka,Dhaka,1349,2,7790892,,1,1;,No,No,,700,1
Cherry Knit Wear Ltd.,"Saravo, Kashimpur,, Gazipur,, Bangladesh",Gazipur,Dhaka,1346,,,,,,No,No,,,1
CHITTAGONG ASIAN APPARELS LTD,132 Nasirabad Industrial Area,Chittagong,Chittagong,,,614440,,4,1/6;2/4;3/2;4/1;,No,No,,2800,1
Chittagong Fashion,"Plot ‐ 26, Road‐04, Sector‐01, CEPZ",Chittagong,Chittagong,,,740685,,2,1/6; 1/1;,No,No,,1200,4
CHITTAGONG FASHION WEAR LIMITED,"6606, SOUTH HALISHAR, BANDAR",Chittagong,Chittagong,4214,31,741405,,3,1/6;2/6;3/5;,No,Yes,"3/3,4;",2580,1
CHITTAGONG KNITWEAR PVT LTD,"Plot No 17 and 18, Sector No 4, Export Processing Zone, Chittagong, Bangladesh",Chittagong,Chittagong,4223,31,741594,,,,No,No,,,1
CHOICE GARMENTS LIMITED,"FIDC ROAD, BSCIC INDUSTRIAL STATE, KALURGHAT.",Chittagong,Chittagong,4212,31,670301,,,"1/9,",No,No,Not Shared,1500,1
Chong Won ARS sweater ltd,"63 North Jatrabari, Dhaka",Dhaka,Dhaka,,2,7547063,,,,No,No,,,1
Chowdhuy Fashion Wear Ltd.,82 Nasirabad Industrial Area,Chittagong,Chittagong,,31,682423,,,,No,No,,,1
Chowdury Knitwears Ltd.,"BSCICI Ind.Estate, Shibpur, Narsingdi",Narsingdi,Dhaka,,2,9462205,,1,5;,No,No,"1/0,1,2,3,4;",392,1
Chunji Fashion Limited,"Luna Complex, South Khaielpur",Dhaka,Dhaka,,2,9884905,,,1/8;,No,No,"1/1,2;",196,1
Chunji Knit ltd.,"Satarkul Road, North Badda Plot No. 81‐82",Dhaka,Dhaka,1212,2,9884668,,,1/5;2/5;,No,No,,1800,2
CIDATEX APPAREL LIMITED,"Ward # 07, Holding # J‐01, Chandra, Kaliakoir",Gazipur,Dhaka,,,1711533586,,,,No,No,,356,4
CIVIC APPARELS LTD,"Plot 3,, Factory Road,, Gazipur",Gazipur,Dhaka,,,,,,,No,No,,,2
CLAMOON,"Plot 4, Block I, Road 6, Section 7, Mirpur, Dhaka",Dhaka,Dhaka,1216,,,,1,7;,No,No,N/A,1000,1
Classic Fashion Concept Ltd.,"Khartail, Shataish, Tongi, Gazipur.",Gazipur,Dhaka,1712,2,9804323,,1,1/4;,No,No,,985,3
Classic Fashions (formerly Classic Textiles),"Plot No. B359/360, BSCiC Hosiery I/E, Shasongaon, Enayetnagar, Fatullah, Narayanganj",Narayanganj,Dhaka,1400,,1832541111,,,1/6;,No,No,"1/1,2,3,4,5,6,7,8;",250,1
Classic Shirts Ltd.,"Ka – 76, Joar Shahara Bazaar, Badda, Dhaka",Dhaka,Dhaka,1229,2,8413358,,1,1/8;,No,No,No,914,1
Claxton Apparels Textiles Ltd.,"Hatipara, Tarabo, Rupgonj, Narayangonj",Narayanganj,Dhaka,1360,2,9895100,,1,",1/4;",No,No,no,1000,3
CLEARTEX INDUSTRIES LIMITED,"NAZIR SALEH COMPLEX, 314/358, D.T ROAD, EID GAO",Chittagong,Chittagong,4100,31,811494,,,"1/4,",No,No,Not Shared,550,2
Clifton Apparels,"108, NASIRABAD I/A, BAIZID BOSTAMI ROAD, Chiatagong",Chittagong,Chittagong,4211,,618056,,1,1/6;,No,No,,4400,1
CLIFTON TEXTILES & APPARELS LTD,"180, Baizid Bostami Road,, Nasirabad Industrial /A,, Chittagong,",Chittagong,Chittagong,4210,31,684413,,510 1,G+5;,No,No,,,2
COAST TO COAST (PVT.) LTD.,"698/C , Khilgoan chowdhury para",DHAKA,Dhaka,,2,8931628,,104,"1/7,",No,No,Not Shared,1300,1
Coeval Textiles Ltd.,"Barenda, Kashimpur, 1349 ‐ Gazipur",Gazipur,Dhaka,1349,2,8933612,,7,1/4; 2‐7/1;,No,No,,700,1
Colour & Fashion,"Madhkhola, Bairagirchala, Sripur, Gazipur",Gazipur,Dhaka,1740,2,8922684,,1,"1/0, 1/1, 1/2;",No,No,,660,1
Columbia Apparels Ltd,"228/1 Tin Sharak, Joydevpur",Gazipur,Dhaka,,2,9261776,,4,1/5; 2/1; 3/1; 4/1;,No,Yes,"1/2,3,4;",2500,2
Columbia Garments Ltd.,"Vogra, Chandana, Gazipur sadar",Gazipur,Dhaka,1700,2,8814048,,,1/2; 1/1;,No,No,,2136,2
COMBINED APPAREL LTD,"1670/2091, West Sholoshahar, Aturar Depot, Chittagong",Chittagong,Chittagong,4211,,681818,,,,No,No,,,1
"Comfit composite knit limited , unit‐2Amtola, Kathgora Bazar, Ashulia, Savar",,Dhaka,Dhaka,1340,2,7791371,,1,1/5;,No,No,,600,3
Comfit Composite Knit Ltd,"Gorai, Mirzapur",Tangail,Dhaka,1941,,1912161391,,13,"1/6; 2/5; 3/2; 4/3; 5/1; 6/1; 7/1; 8/1; 9/1; 10/1, 11/1; 12/1; 13/1;",No,No,,4000,4
Comfit Composite Knit Ltd.( Unit‐3),"Vannara Road, Po‐Purbo Mouchak, Ps‐ Kaliakoir, Dist‐ Gazipur",Gazipur,Dhaka,1751,,1912161391,,1,1/4;,No,No,,677,2
Comfort Apparels (PVT) LTD.,"96, Darus Salam Mirpur, Dhaka",Dhaka,Dhaka,1218,,,,1,6;,No,No,N/A,700,1
Common Threads Ltd ( C T L ),"118, Sher‐e‐Bangla Road, Hazaribag I/A, Dhaka",Dhaka,Dhaka,1209,2,9665751,,1,1/7;,No,No,,1050,1
Comptex Textiles Ltd,"Vulta, Rupgonj",Narayanganj,Dhaka,1460,2,9138162,,5,1/4; 2/5; 3/1; 4/1; 5/1;,No,No,,800,1
Concept Knitting,"Tilargati, Sataish Bazar, Tongi",Gazipur,Dhaka,,,,,,,No,No,,,4
Concord Fashion Export Ltd.,"South Shalna, Joydebpur, Gazipur, Dhaka",Gazipur,Dhaka,1703,,1678024126,,1,1/5;,No,Yes,"1/0,1,2,4;",870,2
Concorde Garments Limited,"Plot# M/3, Road#5, Section‐7, Mirpur, Dhaka",Dhaka,Dhaka,1216,,8052205,,2,1/5; 2/3;,No,No,,1660,4
Confidence Knitwear Ltd.,"Dhanua, Nayanpur, Sreepur, Gazipur",Gazipur,Dhaka,,2,7176036,,,,No,No,,,1
"connect fashions ltd,","11/5, jagannathpur, progoti sarani, bashundhara, dhaka",Dhaka,Dhaka,,2,98149867,,2,1/8; 2/7;,No,Yes,"1/5,6,7; 2/4,5,6;",2400,1
"Consumer Knitex Limited (CMT Bangladesh) Dhamsur,Bhaluka,Mymensingh",,Mymensingh,Dhaka,2204,,1833322488,,,,No,No,,1630,1
CONTINENTAL APPARELS LIMITED,"145, Monipuri Para,Airport Road Super Market,Tejgaon, Dhaka.",DHAKA,Dhaka,1215,2,8114834,,,"1/6,",Yes,No,"1/3,4,5,6;",1150,1
"CONTINENTAL GARMENTS IND. (PVT.) LTD. PLOT 8, WARD 2, BLOCK B, DEWAN IDRIS ROAD,",BORA RANGAMATIA,DHAKA,Dhaka,1340,2,7709124,,,1/4;,No,No,,2100,3
"Copper Co., Ltd","FS‐SFB‐4 (1ST FLOOR BOTH WINGS) CHITTAGONG EXPORT PROCESSING ZONE SOUTH HALISHAHAR, CHITTAGONG",Chittagong,Chittagong,,,1759920794,,1,1/4;,No,Yes,1/2;,201,1
Cordial Design LTD,"25/2 Shah Ali Bag, Mirpur‐01, Dhaka",Dhaka,Dhaka,1216,2,8057340,,,,No,No,,,2
Cortz Apparels Limited,"Nawjor,Kadda",Gazipur,Dhaka,2010,2,9264348,,1,1/6;,No,No,,1300,1
Cortz Apparels Ltd.,"Baniarchala, Bagher Bazar, Mirzapur",Gazipur,Dhaka,,2,9897529,,2,1/2;2/2;,No,No,‐,1310,1
Cosmopolitan Industries PVT Ltd (Epic),"Khejurbagan, Baro Ashulia, Ashulia",Dhaka,Dhaka,,2,8054697,,4,1/5; 2/3; 3/2; 4/2;,No,No,,5071,1
COSMOS SWEATERS LTD.,"DHAKA ROAD, CHANDANA, CHOWRASTA",Gazipur,Dhaka,1702,2,92570513,,3,1/1; 2/1; 3/1;,No,No,,2300,2
Cotton Club (BD) Ltd,"Jarun (South), Kashimpur, Gazipur., Cotton Clout (BD) Ltd, Jarun (South), Kashimpur, Gazipur., Tropical Knitex Ltd. Chandra (Polli Biddut), Kaliakoir, Gazipur",Gazipur,Dhaka,1700,2,9298645,,7 3,1/8; 2/4; 3/8;,No,No,,5048,3
Cotton Dyeing & Finishing Mills Ltd.,"Vill: Amtoli Union, 10 No. Habirbari PO: Seed Store Bazzar Thana: Valuka, Mymenshingh",Mymensingh,Dhaka,2240,2,8827502,,9,1/2; 2/2; 3‐9/1;,No,Yes,"1/1,2; 2/2; 3/1; 6‐ 9/1;",3200,3
Cotton Field (BD) Limited,"Shima Complex, Plot # 23,Shataish Road, Gazipura",Gazipur,Dhaka,,2,7788982,,1,1/8;,No,Yes,"1/8;0,1,2,3,4;",1465,3
Cotton Harvest LTD,1,Dhaka,Dhaka,,2,9291558,,1,1/8;,No,No,No,1360,1
Cotton Sourcing (Pvt) Ltd,"House #79, Road#5,Mirpur DOHS, Dhaka",Dhaka,Dhaka,1221,,1714091719,,,1/6;,Yes,Yes,1/1;,20,1
Cotton Textile and Apparels Ltd.,"Plot‐I/2,3 & 4(Ground Floor),I/4(1st to 4th Floor) Road‐7,Section‐7,Mirpur.Dhaka.",Dhaka,Dhaka,1216,2,90000,,,1/8;,No,No,,700,2
CPM composite knit pvt ltd,"98‐99 Zinzira, Savar, Dhaka",Dhaka,Dhaka,,2,7741526,,,,No,No,,,1
Creative Apparels Ltd.,"136,Mollartek,Udayan School Rd",Dhaka,Dhaka,,,1711526063,,,,No,No,,,1
Creative Woolwear,3/B Darus Salam Road,Dhaka,Dhaka,,,,,,,No,No,,,3
