"V2","typ"
"TS Sweaters Limited","BGMEA"
"Rupa Apparels Ltd.","BGMEA"
"Creative Garments Ltd.","BGMEA"
"Glory Fashion Wear Ltd.","BGMEA"
"Sicily Garments Ltd.","BGMEA"
"La-Belle Apparels (Pvt.) ltd.","BGMEA"
"Reliable Fabrics Ltd.","BGMEA"
"Fashion Knit Garments Ltd.","BGMEA"
"N.N. Sweaters Ltd.","BGMEA"
"Levant Knitting & Garments Ltd.","BGMEA"
"Sabit Sports Wear Ltd.","BGMEA"
"Sanchita Garments Ltd.","BGMEA"
"SK Sweaters Ltd.","BGMEA"
"S.K. Apparels Ltd.","BGMEA"
"Comfort Knit Fashion Ltd.","BGMEA"
"Tusuka Jeans Limited","BGMEA"
"Ashiana Garments Industries","BGMEA"
"Ornate Apparels Ltd.","BGMEA"
"S.M.I. Productions (Pvt) Ltd.","BGMEA"
"Farnoor Sweaters Ltd.","BGMEA"
"Fashion Exposure Ltd.","BGMEA"
"Smooth Apparels Ltd.","BGMEA"
"Secotex Limited.","BGMEA"
"Scan Trade Limited","BGMEA"
"Doel Sweater Ltd.","BGMEA"
"Radiance Apparel Ltd.","BGMEA"
"Four Wings Limited","BGMEA"
"Bangladesh Luggage Industries Ltd.","BGMEA"
"Ethical Garments Ltd.","BGMEA"
"Skyline Casual Apparels Ltd.","BGMEA"
"Fashion Concern Ltd.","BGMEA"
"Quality Fashion Ltd.","BGMEA"
"Surma Garments Ltd.","BGMEA"
"Ming Yang Sports Wear Ltd.","BGMEA"
"Hossain Fashion Ltd.","BGMEA"
"Chowdhury Garments Ltd.","BGMEA"
"Shanta Industries Ltd.","BGMEA"
"S.F. Denim Apparels Ltd.","BGMEA"
"FRM Fashion House Ltd.","BGMEA"
"Faa Design Ltd.","BGMEA"
"Asrotex","BGMEA"
"Islam Garments Ltd.(Textile Division)","BGMEA"
"Islam Garments Ltd.(Knitwear Division)","BGMEA"
"B.H.I.S. Apparels Ltd.","BGMEA"
"New Generation Fashion Ltd.","BGMEA"
"Big Boss Corporation Ltd.","BGMEA"
"Deer Fashions Ltd.","BGMEA"
"Hayat Fashion Ltd.","BGMEA"
"Asif Apparels Ltd.","BGMEA"
"Dornick Apparels Ltd.","BGMEA"
"Sandyork Knitting Ltd.","BGMEA"
"Omar Apparels Ltd.","BGMEA"
"Landmark Design Wear Ltd.","BGMEA"
"Coast To Coast Fashion Ltd.","BGMEA"
"Techno Fashion","BGMEA"
"Latest Fashion","BGMEA"
"Desun Garments Ltd.","BGMEA"
"Opex Readywears Ltd.","BGMEA"
"Opex Apparels Ltd","BGMEA"
"M.I.M. Fashion Wear Ltd.","BGMEA"
"Capital Poshak Ltd.","BGMEA"
"Nassa Knit Limited","BGMEA"
"Dressmen Apparels Ltd.","BGMEA"
"Meherun Apparels Ltd.","BGMEA"
"Sharpe Knitting & Dyeing Ltd.","BGMEA"
"Textil Fashions Ltd.","BGMEA"
"M & M Dresses Ltd.","BGMEA"
"V-Teac Garments (Pvt) Ltd.","BGMEA"
"Crony Fashions Ltd.","BGMEA"
"Vintage Apparels Ltd.","BGMEA"
"Ornate International Ltd.","BGMEA"
"Logos Apparels Ltd.","BGMEA"
"Ahsan Knitting Ltd.","BGMEA"
"Omega Fashion Ltd.","BGMEA"
"Arrival Fashion Ltd.","BGMEA"
"K.G. Garments Ltd.","BGMEA"
"Interfab (BD) Ltd.","BGMEA"
"Nur Knitwears Ltd.","BGMEA"
"Tillottama Fashions Ltd.","BGMEA"
"Bardex International (Pvt) Ltd.","BGMEA"
"Benevolent Fashions Int'l Ltd.","BGMEA"
"Muma Fashions Ltd.","BGMEA"
"Speedwell Fashions Ltd.","BGMEA"
"M & H Corporation (Pvt) Ltd.","BGMEA"
"S.N. Sweater Co. Ltd.","BGMEA"
"Antim Knitting Dyeing & Finising Ltd.","BGMEA"
"Savar Sportswear Co. Ltd.","BGMEA"
"Sung Kwang Sweaters Ltd.","BGMEA"
"Sunstar Apparels (Pvt) Ltd.","BGMEA"
"K.M. Fashions Ltd.","BGMEA"
"Mannville Apparels Ltd.","BGMEA"
"Regain Garments (Pvt) Ltd.","BGMEA"
"Masaha Knitting And Dyeing Inds. Ltd.","BGMEA"
"M.H. Dresses Ltd.","BGMEA"
"Kaniz Fashions Ltd.","BGMEA"
"Anirban Garments Ltd.","BGMEA"
"Super Shine Fashions Ltd.","BGMEA"
"Disari Industries (Pvt) Ltd.","BGMEA"
"AMC Sweaters Ltd.","BGMEA"
"Sweater Farms Ltd.","BGMEA"
"Eton Fashions Ltd.","BGMEA"
"Dress World Ltd.","BGMEA"
"Sikder Fashion Wear Ltd.","BGMEA"
"Shireen Apparels Ltd.","BGMEA"
"Weeny Apparels Ltd.","BGMEA"
"Fuji Design Ltd.","BGMEA"
"R.M. Sweaters (Pvt) Ltd.","BGMEA"
"Kushtia Fashions Ltd.","BGMEA"
"Creative Shirts Ltd.","BGMEA"
"Seha Design (BD) Ltd.","BGMEA"
"Europe Sweater Ltd.","BGMEA"
"Fashions King Ltd.","BGMEA"
"ZMS Fashions Ltd.","BGMEA"
"Amex Limited","BGMEA"
"Classic Supplies Ltd. (U-2)","BGMEA"
"Sun Fashion Wear Inds. Ltd.","BGMEA"
"Fuji Knitwears Ltd.","BGMEA"
"Windy Apparels Ltd.","BGMEA"
"Kimberly Fashions Ltd.","BGMEA"
"Beximco Fashions Ltd.","BGMEA"
"Just Fashion (Pvt) Ltd.","BGMEA"
"Prince High Design Ltd.","BGMEA"
"Joowon Global Fashion (BD) Ltd.","BGMEA"
"Esquire Sweaters Ltd.","BGMEA"
"Woodland Apparels Ltd.(U-2)","BGMEA"
"Rider Fashions Ltd.","BGMEA"
"Young Star Sweater","BGMEA"
"Nassa Apparels Ltd. U-2","BGMEA"
"Kores (Bangladesh) Ltd.","BGMEA"
"4 You Clothing Ltd.","BGMEA"
"Blazar Apparels Ltd.","BGMEA"
"Shirin Apparels Ltd.","BGMEA"
"MK Fashions Ltd.","BGMEA"
"Peerless International Ltd.","BGMEA"
"Summer & Winter Collections Ltd.","BGMEA"
"Novel Hurricane Knit Gmts. Ltd.","BGMEA"
"Mimtex Knitting Gmts. & Printing Ltd.","BGMEA"
"Mondol Textile Ltd. (Unit-2)","BGMEA"
"Moni Sweater Ltd. U-2","BGMEA"
"APS Apparels Ltd.","BGMEA"
"Joy Fashion Bangladesh Ltd.","BGMEA"
"Panwin Fashions Ltd.","BGMEA"
"Sweater Manufacturing Co. Ltd.","BGMEA"
"Pro-Sports Ltd.","BGMEA"
"Royable Fashion Ltd.","BGMEA"
"Grameen Knitwear Ltd.","BGMEA"
"Outright Fashion Ltd. (U-2)","BGMEA"
"Commando Fashions Ltd.","BGMEA"
"R.N. Sweaters Ltd.","BGMEA"
"Nexus Sweaters Inds.(Pvt) Ltd.","BGMEA"
"Raquef Apparels Washing & Pack.Inds Ltd","BGMEA"
"Remi Apparels Ltd.","BGMEA"
"Kimia Apparels Industry Ltd.","BGMEA"
"Texas Dresses Ltd.","BGMEA"
"Khushi Apparels Ltd.","BGMEA"
"Ajax Sweater Ltd.","BGMEA"
"Shimuliam International Ltd.","BGMEA"
"Sacks Apparels Ltd.","BGMEA"
"Dragon Sweater & Spinning Ltd.","BGMEA"
"Falcon International Knit Composite","BGMEA"
"Florence Fashions Ltd.","BGMEA"
"Ananta Sportswear Ltd.","BGMEA"
"Recent Sweaters Ltd.","BGMEA"
"Paxko Limited","BGMEA"
"Harvest Rich Ltd.(U-2)","BGMEA"
"Saascotex (BD) Ltd.","BGMEA"
"Simco Dresses Ltd.","BGMEA"
"Nimmi Apparels Ltd.","BGMEA"
"Kins Collections Ltd.","BGMEA"
"Ameertex Limited","BGMEA"
"Christa Apparels (Pvt) Ltd.","BGMEA"
"MHC Textile (Pvt) Ltd.","BGMEA"
"Aman Knittings Ltd.","BGMEA"
"Sweater Apparels Ltd.","BGMEA"
"Zahedsons Limited","BGMEA"
"Ehsan Sweaters Ltd.","BGMEA"
"TRZ Garments Industry Ltd.","BGMEA"
"KAC Fashion Wear Ltd.","BGMEA"
"Din Apparels Ltd.","BGMEA"
"Tradefare Gloves Ltd.","BGMEA"
"The Rose Garments Designer Ltd.","BGMEA"
"Ruma Garments Wear Ltd.","BGMEA"
"Ananta Fashion Ltd.","BGMEA"
"Basundhara Fashions Ltd.","BGMEA"
"Azmat Apparels Ltd.","BGMEA"
"Starlight Sweaters Ltd.","BGMEA"
"Suhcheon Company (BD) Ltd.","BGMEA"
"Sincere Knitwears Ltd.","BGMEA"
"Sharoj Garments Ltd.","BGMEA"
"Pole Star Fashion Ltd.","BGMEA"
"Premier Garments","BGMEA"
"Fullcharm Fashion Knitters Ltd.","BGMEA"
"Smee Apparels Ltd.","BGMEA"
"Welldone Apparel Ltd.","BGMEA"
"Aboni Fashions Ltd.","BGMEA"
"Hearty Apparels Ltd.","BGMEA"
"S.B. Designs Ltd.","BGMEA"
"De Moss Apparesls Ltd.","BGMEA"
"ABA Fashions Ltd.","BGMEA"
"M.A. Gaffar Ltd. (G.D.-2)","BGMEA"
"Ashique Fashionwear Ltd.","BGMEA"
"Rising Apparels Ltd.","BGMEA"
"Shamsher Apparels Ltd.","BGMEA"
"Shamsul Alamin Fabrics Ltd.","BGMEA"
"Millenium Garments Ltd.","BGMEA"
"Onus Garments Ltd.","BGMEA"
"Mark 2000 Ltd.","BGMEA"
"Appolo Fashions Ltd.","BGMEA"
"Silk Route Apparels Ltd.","BGMEA"
"The Delta Composite Knitting Inds. Ltd.","BGMEA"
"Titanic Products Ltd.","BGMEA"
"Landmark Fashion Wear (Pvt) Ltd.","BGMEA"
"Radial International Ltd. (Unit-2)","BGMEA"
"A-Z Knitwears Ltd.","BGMEA"
"Classic Shirts Ltd.","BGMEA"
"Angshuk Ltd.","BGMEA"
"The Civil Engineers Ltd.","BGMEA"
"Doel Sportswear Ltd.","BGMEA"
"Fashion Forum Ltd.","BGMEA"
"Ashique Jeans Apparels Ltd.","BGMEA"
"Pandora Fashion Ltd.","BGMEA"
"R.M. Attires Ltd.","BGMEA"
"Sportswear Garments Ltd.(U-3)","BGMEA"
"Bonny Apparels (Pvt) Ltd.(U-2)","BGMEA"
"Kushiara Composite Knit Inds. Ltd.","BGMEA"
"Chorus Fashions Ltd.","BGMEA"
"Knit Asia Ltd.","BGMEA"
"Future Clothing Ltd.","BGMEA"
"Capri Apparels Ltd.","BGMEA"
"Concorde Knitting & Dyeing Inds Ltd.","BGMEA"
"Salma Fashion Wear Ltd.","BGMEA"
"Fair Apparels Ltd.","BGMEA"
"Virgo Attires Ltd.","BGMEA"
"MBA Fashion Ltd.","BGMEA"
"Perfect Fashions Ltd.","BGMEA"
"Sababa Apparels","BGMEA"
"Millennium Sweater Ltd.","BGMEA"
"Coast To Coast Apparels Ltd.","BGMEA"
"The Delta Apparels Ltd.","BGMEA"
"Aroma Fashion Wear Ltd.","BGMEA"
"Multiline Sweaters Ltd.","BGMEA"
"Shimrail Apparels Ltd.","BGMEA"
"Vintage Garments Ltd.","BGMEA"
"Apex Lingerie Ltd.","BGMEA"
"Evince Dress Shirts Ltd.","BGMEA"
"Rupa Knitwear (Pvt) Ltd.","BGMEA"
"Mantrust Sweater Ltd.","BGMEA"
"Chandona Apparels Ltd.","BGMEA"
"Khaleque Knitting & Gmt.Inds.(P) Ltd.U-2","BGMEA"
"Redpoint Jackets Ltd.","BGMEA"
"Softex Cotton (Pvt) Ltd. Unit-2","BGMEA"
"ZSB Garments Ltd.","BGMEA"
"Markap Designers Ltd.","BGMEA"
"Radiant Sweater Industries Ltd.","BGMEA"
"Starlight Knitwear Ltd. Unit-2","BGMEA"
"Western Dresses Ltd. Unit-2","BGMEA"
"Tricotex (Pvt) Ltd.","BGMEA"
"Aziz Fashions (Pvt) Ltd.","BGMEA"
"Design & Source Ltd.","BGMEA"
"Uttara Knitwears Ltd.","BGMEA"
"Paramount Knitting Ltd.","BGMEA"
"Greystone Sweater Ltd.","BGMEA"
"Power Vantage Wear Ltd.","BGMEA"
"Shirts Mine Ltd.","BGMEA"
"Chung Fong Garments (BD) Ltd.","BGMEA"
"Sinha Inds. Ltd.","BGMEA"
"Radiance Fashion Ltd.","BGMEA"
"Matexport (Bangladesh) Ltd.","BGMEA"
"Mrinmoy Fashion & Trade Int'l Ltd.","BGMEA"
"Ishraq Garments Ltd.","BGMEA"
"Rocky Knitting Mills (Pvt) Ltd.","BGMEA"
"Outfit Fashion Ltd.","BGMEA"
"Kanta Corporation (Pvt) Ltd.","BGMEA"
"Newtex Design Ltd.","BGMEA"
"A.S. Garments & Textiles Ltd.","BGMEA"
"Packers Garments Inds. Ltd.","BGMEA"
"ZHAS Garments Ltd.","BGMEA"
"Dress & Dismatic (Pvt) Ltd.","BGMEA"
"Shinest Apparels","BGMEA"
"Desh Lanka Ltd.","BGMEA"
"Green World Fashions Ltd.","BGMEA"
"Starlight Knitters Ltd.","BGMEA"
"Ocean & Design (BD) Ltd.","BGMEA"
"Fahami Apparels Ltd.","BGMEA"
"Omega Sweaters Ltd.","BGMEA"
"Nahar Wool Wears Ltd.","BGMEA"
"Apparel Stitch Ltd.","BGMEA"
"Akil Design Ltd.","BGMEA"
"Ornob Fashion Wear Ltd.","BGMEA"
"Mimtex Fashion (Pvt) Ltd.","BGMEA"
"Luman Fashions Ltd.","BGMEA"
"Mitali Fashions Ltd.","BGMEA"
"EEC Bangla Knit Wears Ltd.","BGMEA"
"Recent Sweaters Ltd.(Unit-2)","BGMEA"
"Ultimate Fashions Ltd.","BGMEA"
"Optimum Ltd.","BGMEA"
"J.M. Apparels Ltd.","BGMEA"
"Islam Garments Ltd.(Weaving Unit)","BGMEA"
"Commitment Apparels Ltd.","BGMEA"
"Oishi Fashions (Pvt) Ltd.","BGMEA"
"Birds A & Z Ltd.","BGMEA"
"Interstoff Clothing Ltd.","BGMEA"
"Standard Jeans Ltd.","BGMEA"
"Osaka Fashion Wears Ltd","BGMEA"
"Belkuchi Knit Wear Ltd","BGMEA"
"Anika Apparels (Pvt) Ltd","BGMEA"
"Arunima Apparels Ltd","BGMEA"
"Onyx Knittex Ltd.","BGMEA"
"Nisa Apparels Ltd","BGMEA"
"Fashion Point Ltd","BGMEA"
"Debonair Fashions Ltd","BGMEA"
"Winter Fair Outer Wear MFG Co. Ltd.","BGMEA"
"A.B.S. Garments Ltd.","BGMEA"
"Rajfulbaria Fashions Ltd.","BGMEA"
"Nipa Fashion Wear Industry Ltd.","BGMEA"
"Alim Knitwears Ltd.","BGMEA"
"Masco Industries Ltd.","BGMEA"
"Sterling Apparels Ltd.","BGMEA"
"Unicorn Sweaters Ltd.","BGMEA"
"Tunic Apparels Ltd.","BGMEA"
"IFS Texwear (Pvt) Ltd.","BGMEA"
"Megatex Ltd.","BGMEA"
"Mim Sweaters Ltd.","BGMEA"
"Jinnat Apparels Ltd.","BGMEA"
"Chello of Bangladesh Ltd.","BGMEA"
"Natural Apparels Ltd.","BGMEA"
"Parkstar Apparel Ltd.","BGMEA"
"SAS Fashion Wear Ltd.","BGMEA"
"DN Sports Ltd.","BGMEA"
"Jayed Garments Ltd..","BGMEA"
"K.M. Nobely Garments Ltd.","BGMEA"
"Fashion Gears Ltd.","BGMEA"
"Mohammadi Fashion 2000 Ltd.","BGMEA"
"Fashion Asia Ltd.","BGMEA"
"A J Fashions Ltd.","BGMEA"
"P & R Fashions Ltd.","BGMEA"
"Raina Fashion","BGMEA"
"Bengler Fashion Ltd.","BGMEA"
"Opex Industries Ltd.","BGMEA"
"Anupom Fashion Wear Ltd.","BGMEA"
"B.H.S. Tex Ltd.","BGMEA"
"J.F. Sweaters Ltd.","BGMEA"
"Sinha Knitting Ltd.","BGMEA"
"Chittagong Fashion Millennium Textile Ltd.","BGMEA"
"Shimrail Fashions Ltd.","BGMEA"
"AKH Fashions Ltd.","BGMEA"
"Amex Knitting & Dyeing Inds. Ltd.","BGMEA"
"Intramex Fashions Ltd.","BGMEA"
"Enigma Apparels Ltd.","BGMEA"
"Nightingale Fashion Ltd.","BGMEA"
"Finestitch Apparels Ltd.","BGMEA"
"SQ Selsius Ltd.","BGMEA"
"Lakhsma Sweaters Ltd.","BGMEA"
"Supershine Apparels Ltd.","BGMEA"
"SP Fashions Ltd.","BGMEA"
"Nahiyan Fashions Ltd.","BGMEA"
"Afaku Apparel Ltd.","BGMEA"
"Amena (Pvt) Ltd.","BGMEA"
"Body Fashion (Pvt) Ltd.","BGMEA"
"Rime Apparels Ltd.","BGMEA"
"Keya Sweaters Ltd.","BGMEA"
"Armin Sweaters (BD) Ltd.","BGMEA"
"Ha-Meem Sportswear Ltd.","BGMEA"
"Haitex Export Ltd.","BGMEA"
"Skyline Apparels Ltd.","BGMEA"
"Esquire Knit Composite Ltd.","BGMEA"
"Cosmic Sweaters Ltd.","BGMEA"
"Aftex Limited","BGMEA"
"Karnaphuli Knit Wears Ltd.","BGMEA"
"Meem Dresses (Pvt) Ltd.","BGMEA"
"Shade Fashions Ltd.","BGMEA"
"Liberty Knitwears Ltd.","BGMEA"
"Sleek Knit Garments Ltd.","BGMEA"
"Dekko Knitwears Ltd. (Unit-2)","BGMEA"
"Topstar Dresses Ltd.","BGMEA"
"Mayc`s Garments Ltd.","BGMEA"
"The Shanin Clothing Ltd.","BGMEA"
"So Nice Garments (Pvt) Ltd.","BGMEA"
"Garib & Garib Co. Ltd. (Unit-2)","BGMEA"
"Lyric Industries (Pvt) Ltd.","BGMEA"
"Bonny Designers Ltd.","BGMEA"
"Panwin Garments Ltd.","BGMEA"
"G.B.S. Wears Ltd.","BGMEA"
"Omi Apparels Ltd.","BGMEA"
"Jams Fashion Ltd.","BGMEA"
"H.N. Garments Ltd.","BGMEA"
"Anupam Sweater Ltd.","BGMEA"
"K.R. Apparels Ltd.","BGMEA"
"SHB Garments Ltd.","BGMEA"
"DMC Apparels Ltd.","BGMEA"
"Classic Fashion Concept Ltd.","BGMEA"
"Paragon Sweaters Ltd.","BGMEA"
"Outwear Fashion Ltd.","BGMEA"
"Mabtex Wear Ltd.","BGMEA"
"Shomahar Sweaters Ltd. (Unit-2)","BGMEA"
"Shangu Tex Ltd.","BGMEA"
"Zisa`s Fashion Ltd.","BGMEA"
"Z-3 Dresses Ltd.","BGMEA"
"Glory Fashions Ltd.","BGMEA"
"Fakir Apparels Ltd.","BGMEA"
"B. Bangla Garments Ltd.","BGMEA"
"Star Sweaters Ltd.","BGMEA"
"Moonlit Apparels Ltd.","BGMEA"
"Meem Fashions Ltd.","BGMEA"
"Creative Sweaters (Pvt) Ltd.(U-2)","BGMEA"
"Liberty Fashion Wears Ltd.","BGMEA"
"Flower Fashions Ltd.","BGMEA"
"Adeeba Apparels Ltd.","BGMEA"
"Pacific Blue (Jeans Wear) Ltd.","BGMEA"
"Tropical Knitex Ltd.","BGMEA"
"Step Three Apparels Ltd.","BGMEA"
"Cardona Apparels Ltd.","BGMEA"
"Chowdhury Knitwears Ltd.","BGMEA"
"Faruque Knit Wears Ltd.","BGMEA"
"Fullcharm Fashion Knitters Ltd.(U-2)","BGMEA"
"Big Zero Apparels Ltd.","BGMEA"
"Julfikar Fashions Ltd.","BGMEA"
"Tusuka Fashions Ltd.","BGMEA"
"Millennium Apparels Ltd.","BGMEA"
"Diamond Sweater Industries Ltd.","BGMEA"
"Newtex Knit Fashions Ltd.","BGMEA"
"Radiance Knitwears Ltd.","BGMEA"
"Southern Designers Ltd.","BGMEA"
"Mas Designers Ltd.","BGMEA"
"Chong Won Ars Sweaters Ltd.","BGMEA"
"Parade International Ltd.","BGMEA"
"Divine Textile Ltd. (Unit-2)","BGMEA"
"Akbar Apparels Ltd.","BGMEA"
"Prophecy Apparels (Pvt) Ltd.","BGMEA"
"Trust Trouser Ltd.","BGMEA"
"The Bottom Collections Ltd.","BGMEA"
"Apparel Industry Ltd.","BGMEA"
"Peerage Knitwear Ltd.","BGMEA"
"York Sports Wear Ltd.","BGMEA"
"Montex Fabrics Ltd.","BGMEA"
"Jams Knitwear (Pvt) Ltd.","BGMEA"
"Arty Composite Ltd.","BGMEA"
"S.P.S. Apparels","BGMEA"
"Iqrah Fashion Ltd.","BGMEA"
"Kera Fashion Ltd.","BGMEA"
"A.K.M. Knit Wear Ltd.","BGMEA"
"Union Knitting & Dyeing Ltd.","BGMEA"
"Meridian Fashions Ltd.","BGMEA"
"Muazuddin Textile Ltd.","BGMEA"
"GMS. Composite Knitting Inds. Ltd.","BGMEA"
"New Line Clothings Ltd.","BGMEA"
"Reliable Fashion Ltd.","BGMEA"
"Z-3 Composite Knitwear Ltd.","BGMEA"
"AIS Sweater Ltd.","BGMEA"
"Recent Sweaters Ltd. (Unit-3)","BGMEA"
"ARC Sweaters Ltd.","BGMEA"
"Seha Fashion (BD) Ltd.","BGMEA"
"Bangladesh Export Wears Inds. Ltd.","BGMEA"
"Oasis Fashion Ltd.","BGMEA"
"Crown Fashion & Sweater Ind. Ltd.","BGMEA"
"Pearls & Pouce Ltd.","BGMEA"
"RS Knit Composite Ltd.","BGMEA"
"Arizona Sweater Ltd.","BGMEA"
"Asha Ready Wear (Pvt) Ltd.","BGMEA"
"Zam Zam Knit Wears Ltd.","BGMEA"
"Cosmos Sweaters Ltd.","BGMEA"
"Nassa Fashions Ltd.","BGMEA"
"M.T. Sweaters Ltd.","BGMEA"
"J.K. Knit Composite Ltd.","BGMEA"
"Sea Moss Knitwear Ltd.","BGMEA"
"Wool-Tex Sweaters Ltd.","BGMEA"
"Labib Fashions Ltd.","BGMEA"
"Unitex Cotton Wear (Pvt) Ltd.","BGMEA"
"Hypoid Lingeries Ltd.","BGMEA"
"Fontina Fashions Ltd.","BGMEA"
"Amity Design Ltd.","BGMEA"
"Columbia Apparels Ltd.","BGMEA"
"M.M. Knitwear Ltd.","BGMEA"
"Tex Asia Ltd.","BGMEA"
"Fashion Paradise Ltd.","BGMEA"
"Azra Enterprise Ltd.","BGMEA"
"Basic Shirts Limited","BGMEA"
"Landmark Fabrics Ltd.","BGMEA"
"Nexus Design Ltd.","BGMEA"
"Kaynat Ltd.","BGMEA"
"Millenium Dresses Ltd.","BGMEA"
"Intraco Fashion Ltd.","BGMEA"
"Kashmilon Sweaters Ltd.","BGMEA"
"Pioneer Sweaters Ltd.","BGMEA"
"Agrani Sweaters Ltd.","BGMEA"
"Sydney Sweaters Ltd.","BGMEA"
"Nibir Fashion Wear Ltd.","BGMEA"
"Tammam Design Ltd.","BGMEA"
"Aboni Knit Wear Ltd.","BGMEA"
"Sabarang Fashions Ltd.","BGMEA"
"Annesha Style Ltd.","BGMEA"
"Millennium Textiles (Southern) Ltd.","BGMEA"
"Adnan Sweaters Ltd.","BGMEA"
"Dessin Wears Ltd.","BGMEA"
"Priya Fashions Ltd.","BGMEA"
"Monapy Sweater","BGMEA"
"S-Six Fashions (Pvt) Ltd.","BGMEA"
"Citadel Apparels Ltd.","BGMEA"
"Designtex Sweaters Ltd.","BGMEA"
"Sadma Fashion Wear Ltd.","BGMEA"
"Unity Fabric Inds. Ltd.","BGMEA"
"Ratul Knit Wears Ltd.","BGMEA"
"Bando Fashions Ltd.","BGMEA"
"Wega Apparels Ltd.","BGMEA"
"Mark Sweater Ltd.","BGMEA"
"Syntex Knitwear Ltd.","BGMEA"
"Pacific Fibre Corporation Ltd.","BGMEA"
"Master Fashions Ltd.","BGMEA"
"Fashion Costumes Ltd.","BGMEA"
"Rose Sweater Ltd.","BGMEA"
"Beq Knit Ltd.","BGMEA"
"Pacific Cotton Ltd.","BGMEA"
"SM Knitwears Ltd.","BGMEA"
"Confidence Sweaters Ltd.","BGMEA"
"Zoom Sweaters Ltd.","BGMEA"
"Fariha Tex Wear (Pvt) Ltd.","BGMEA"
"Dignity Apex Wear Ltd.","BGMEA"
"Biswas Garments Ltd. (U-2)","BGMEA"
"Square Fashions Ltd.","BGMEA"
"NAZ Bangladesh Ltd.","BGMEA"
"Union Sportswear Ltd.","BGMEA"
"Fashion 2000 Ltd.","BGMEA"
"Norwest Sweaters Ltd.","BGMEA"
"Meridian Fashion Wear Ltd.","BGMEA"
"Reu Fashion Ltd.","BGMEA"
"Naj Sweaters Ltd.","BGMEA"
"Nice Dresses (Pvt) Ltd.","BGMEA"
"Shade Fashions Int`l Ltd.","BGMEA"
"Saville Row Ltd.","BGMEA"
"Easy Knit Fashion Ltd.","BGMEA"
"Swan Sweaters Ltd.","BGMEA"
"La-Belle Knitting (Pvt) Ltd.","BGMEA"
"Endora Sweater Ltd.","BGMEA"
"Scandex (BD) Ltd.","BGMEA"
"Opex Sweaters Ltd.","BGMEA"
"New Horizon (BD) Ltd.","BGMEA"
"Multi Modern Apparels Ltd.","BGMEA"
"Liz Apparels Ltd.","BGMEA"
"S. Suhi Industrial Park Ltd.","BGMEA"
"Evershine Sweaters Ltd.","BGMEA"
"Apparels Village Ltd.","BGMEA"
"Golden Refit Garments Ltd.","BGMEA"
"Veronica Apparels","BGMEA"
"Texcon Textile (Pvt) Ltd.","BGMEA"
"Milaco Textile Mills (Pvt) Ltd.","BGMEA"
"Armana Apparels Ltd.","BGMEA"
"Zyta Apparels Ltd.","BGMEA"
"Chowgacha Apparels Ltd.","BGMEA"
"H.M.A. Garments Ltd.","BGMEA"
"That`s It Knit Ltd.","BGMEA"
"Monde Apparels Ltd.","BGMEA"
"Beq Sweaters Ltd.","BGMEA"
"Rebs Ltd.","BGMEA"
"Hudson Sweater Inds. Ltd.","BGMEA"
"Marina Apparels Ltd.","BGMEA"
"Lyric Apparels Ltd.","BGMEA"
"Tejgaon Textile Mills Ltd.","BGMEA"
"Connect Fashions Ltd.","BGMEA"
"Ehsan Fashions Ltd.","BGMEA"
"Zahintex Industries Ltd.","BGMEA"
"V-Sign Sweaters Ltd.","BGMEA"
"Cotton Concern (BD) Ltd.","BGMEA"
"Synthia Multi-Fibre Ltd.","BGMEA"
"CN Knit Wears Ltd.","BGMEA"
"Chaity Classic Sportswear (MFG) Co. Ltd.","BGMEA"
"Jovian Sweater Ltd.","BGMEA"
"The Chittagong Fashion Ltd.","BGMEA"
"Eva Sweater Ltd.","BGMEA"
"Southeast Sweaters Ltd.","BGMEA"
"Thunder Knitwear Ltd.","BGMEA"
"DK Sweater Ltd.","BGMEA"
"Home Textiles Ltd.","BGMEA"
"Marshaa Ltd.","BGMEA"
"BKC Sweater Ltd.","BGMEA"
"Mohammadi Fashion Sweaters Ltd.","BGMEA"
"Voyager Apparels Ltd.","BGMEA"
"Martin Knit-Wear Ltd.","BGMEA"
"Direct Sports & Leisure Wear (BD) Ltd.","BGMEA"
"Dynamic Sweater Inds. Ltd.","BGMEA"
"Max Sweater (BD) Ltd.","BGMEA"
"Impressive Apparels Ltd.","BGMEA"
"Fariha Knit Tex Ltd.","BGMEA"
"Zon Ron Sweaters Ltd.","BGMEA"
"B. Brothers Garments Co. Ltd.(U-2)","BGMEA"
"Fabulous Fashions Ltd.","BGMEA"
"S.A. Rahman Sweater Factory Ltd.","BGMEA"
"Fawn Wear Ltd.","BGMEA"
"BRB Knitwear Ltd.","BGMEA"
"Needle-Work Ltd.","BGMEA"
"SF Sweater Ltd.","BGMEA"
"Apparel Concept Ltd.","BGMEA"
"Valentine Sweaters Ltd.","BGMEA"
"Hannan Fashions Ltd.","BGMEA"
"J.L. Fashions Ltd.","BGMEA"
"Disari Apparels (Pvt) Ltd.","BGMEA"
"Naomi Sweaters Ltd.","BGMEA"
"Dressmen Garments Ltd.","BGMEA"
"Merlin Knitwear Ltd.","BGMEA"
"Sajib Fashion Wear Ltd.","BGMEA"
"Y.K. Sweaters Ltd.","BGMEA"
"Familiar Limited","BGMEA"
"Friends World Composite Inds. Ltd.","BGMEA"
"Ishrat Apparels Ltd.","BGMEA"
"Dignity Textile Mills Ltd.","BGMEA"
